ActivityID,CustomerID,ProductID,ActivityType,ActivityDate
11849,2864,119,AddToCart,2026-04-19
11850,1269,917,View,2025-08-31
11851,1546,290,Wishlist,2025-11-11
11852,2896,455,Purchase,2025-11-25
11853,2791,141,Wishlist,2025-11-13
11854,875,859,Wishlist,2026-03-31
11855,713,761,Search,2025-03-26
11856,1151,728,Search,2025-04-21
11857,1856,824,Purchase,2025-03-12
11858,235,867,Search,2025-09-11
11859,1074,123,Wishlist,2025-05-11
11860,351,257,AddToCart,2025-05-19
11861,2957,498,Purchase,2025-09-01
11862,1215,226,View,2025-11-03
11863,1272,145,Purchase,2025-05-13
11864,512,56,AddToCart,2025-04-19
11865,2370,186,Wishlist,2025-10-09
11866,1384,56,Wishlist,2026-06-30
11867,1380,74,Wishlist,2025-06-29
11868,2278,142,Search,2025-07-23
11869,113,808,AddToCart,2025-05-11
11870,795,161,Wishlist,2025-12-22
11871,1909,30,View,2025-08-26
11872,590,432,Wishlist,2025-02-14
11873,2340,336,View,2025-09-27
11874,2406,578,Purchase,2026-05-09
11875,531,932,View,2025-02-15
11876,610,849,View,2025-10-26
11877,783,406,Search,2025-02-22
11878,1462,374,Search,2025-05-04
11879,2848,395,Wishlist,2025-12-19
11880,1438,950,Wishlist,2026-01-29
11881,2177,838,Wishlist,2026-05-06
11882,1691,889,AddToCart,2025-04-06
11883,2644,592,AddToCart,2025-12-04
11884,1157,669,AddToCart,2026-05-28
11885,2035,414,Purchase,2025-07-08
11886,2850,191,View,2026-04-16
11887,1204,540,Purchase,2025-04-10
11888,413,877,View,2026-05-18
11889,372,515,AddToCart,2025-04-18
11890,2877,182,Wishlist,2025-05-19
11891,1732,707,View,2025-06-18
11892,1177,11,Search,2025-06-22
11893,2510,342,Purchase,2025-05-03
11894,2220,274,Purchase,2025-04-26
11895,1573,47,Search,2026-03-09
11896,2343,878,Search,2025-01-01
11897,1899,791,Search,2025-11-26
11898,1698,41,View,2025-05-19
11899,1402,579,Search,2025-08-04
11900,112,88,AddToCart,2026-04-19
11901,400,265,Wishlist,2025-12-27
11902,2540,409,Wishlist,2025-09-18
11903,666,265,View,2026-01-10
11904,1609,535,AddToCart,2025-09-10
11905,2099,643,Wishlist,2025-10-02
11906,2952,375,AddToCart,2025-07-23
11907,207,716,Wishlist,2025-04-13
11908,540,249,View,2025-03-03
11909,133,455,Purchase,2025-07-17
11910,1497,710,View,2026-02-06
11911,684,560,Wishlist,2025-05-21
11912,862,706,Purchase,2025-01-27
11913,1517,569,Search,2025-09-26
11914,1024,352,Search,2026-02-18
11915,1519,462,Purchase,2026-02-13
11916,435,303,View,2025-11-04
11917,1279,137,Search,2025-02-22
11918,893,150,View,2026-07-03
11919,2374,828,Purchase,2025-10-11
11920,1481,188,View,2025-04-09
11921,1526,877,Wishlist,2025-12-04
11922,2311,148,Search,2026-03-03
11923,1525,666,View,2025-03-11
11924,933,313,AddToCart,2025-03-12
11925,2663,217,Search,2025-04-27
11926,456,916,Search,2025-11-17
11927,1740,605,AddToCart,2025-12-29
11928,1694,378,View,2026-02-07
11929,1737,6,AddToCart,2025-06-09
11930,122,370,Search,2025-05-08
11931,2766,494,View,2025-04-02
11932,2520,605,Wishlist,2025-12-26
11933,884,263,View,2026-04-15
11934,508,637,Purchase,2025-08-03
11935,2261,780,AddToCart,2026-01-01
11936,101,431,View,2025-02-07
11937,1821,108,AddToCart,2025-01-17
11938,2335,565,Search,2025-01-06
11939,763,775,Purchase,2026-03-11
11940,87,111,Search,2026-01-14
11941,2002,287,Purchase,2025-09-01
11942,654,653,Search,2025-03-12
11943,2119,676,View,2026-04-21
11944,1316,13,View,2025-05-25
11945,1989,456,Purchase,2026-01-30
11946,740,460,Search,2025-03-22
11947,1316,103,Search,2026-04-25
11948,1886,665,Search,2025-09-01
11949,561,449,Search,2025-12-06
11950,2141,296,AddToCart,2025-08-14
11951,1823,77,Purchase,2026-04-08
11952,110,153,Wishlist,2025-09-13
11953,1657,239,View,2025-11-03
11954,536,102,Wishlist,2025-08-24
11955,794,273,AddToCart,2026-01-27
11956,2448,234,Purchase,2025-03-26
11957,1060,673,Wishlist,2025-12-07
11958,227,815,Purchase,2025-01-25
11959,1303,217,View,2025-11-26
11960,1454,414,Search,2025-06-22
11961,300,26,Wishlist,2025-03-05
11962,1614,818,Purchase,2025-07-22
11963,1832,491,Purchase,2025-03-31
11964,2175,833,View,2025-07-06
11965,920,802,Search,2026-06-19
11966,937,437,Purchase,2026-03-20
11967,1463,279,Search,2025-09-26
11968,2989,971,AddToCart,2025-03-06
11969,961,673,View,2026-03-22
11970,2129,678,Wishlist,2025-07-01
11971,766,540,View,2025-03-18
11972,486,874,Search,2025-06-21
11973,1630,733,Purchase,2025-02-20
11974,2465,72,Search,2025-12-12
11975,2003,588,Wishlist,2025-09-14
11976,2201,440,Wishlist,2025-10-20
11977,34,747,Wishlist,2025-08-03
11978,1166,787,View,2025-08-14
11979,2719,724,Search,2025-05-15
11980,2497,132,View,2025-03-29
11981,1175,125,AddToCart,2025-01-03
11982,298,55,AddToCart,2026-05-28
11983,2648,992,AddToCart,2025-01-24
11984,307,18,Wishlist,2026-06-11
11985,43,686,Search,2026-03-29
11986,1370,192,View,2025-11-22
11987,1882,621,Wishlist,2025-12-31
11988,337,918,Search,2025-05-07
11989,193,674,View,2026-06-19
11990,570,637,View,2026-01-01
11991,320,715,Wishlist,2025-09-02
11992,1563,796,AddToCart,2026-07-05
11993,2812,793,View,2026-01-03
11994,1015,140,AddToCart,2025-11-18
11995,1018,848,View,2025-09-02
11996,2889,403,View,2025-01-13
11997,262,938,View,2025-04-07
11998,824,96,Search,2026-06-03
11999,2154,586,AddToCart,2026-06-23
12000,1493,951,Wishlist,2025-04-08
12001,483,927,View,2026-02-04
12002,2875,684,View,2025-01-29
12003,1710,12,Search,2025-03-20
12004,2957,684,Search,2026-04-26
12005,687,715,View,2025-07-29
12006,1913,639,View,2025-06-05
12007,1903,249,Purchase,2025-03-03
12008,139,349,View,2026-05-28
12009,50,602,AddToCart,2025-09-18
12010,268,865,Wishlist,2025-09-05
12011,919,542,View,2025-05-23
12012,181,61,Purchase,2026-05-29
12013,298,600,AddToCart,2025-06-30
12014,992,578,View,2025-01-08
12015,1313,683,AddToCart,2025-05-25
12016,56,354,Wishlist,2025-10-27
12017,822,252,Search,2026-05-10
12018,2483,32,Purchase,2025-04-14
12019,2982,308,AddToCart,2026-03-02
12020,50,460,AddToCart,2026-01-10
12021,1547,430,AddToCart,2025-09-12
12022,368,223,Search,2025-11-07
12023,1675,264,AddToCart,2025-03-09
12024,2468,242,Wishlist,2025-02-04
12025,1196,50,Purchase,2026-05-15
12026,1720,664,AddToCart,2026-06-11
12027,2575,457,Purchase,2025-04-02
12028,1548,304,Search,2025-07-24
12029,1705,737,AddToCart,2025-10-07
12030,2285,398,Search,2026-02-13
12031,174,966,View,2025-01-31
12032,474,217,Search,2026-03-12
12033,1286,18,AddToCart,2026-06-23
12034,541,105,Wishlist,2026-04-17
12035,2635,112,Search,2025-12-03
12036,2030,896,View,2025-07-01
12037,127,897,Search,2025-02-08
12038,1102,717,View,2025-04-30
12039,2007,312,Purchase,2025-02-21
12040,2949,387,Search,2025-12-18
12041,959,713,Purchase,2026-03-14
12042,2626,731,Wishlist,2026-05-31
12043,1370,9,Wishlist,2025-12-15
12044,253,537,Search,2026-05-21
12045,1125,874,View,2026-02-11
12046,1208,816,Wishlist,2025-05-13
12047,1562,34,AddToCart,2026-05-14
12048,2594,45,Purchase,2025-04-11
12049,1593,607,View,2025-07-29
12050,1288,239,Wishlist,2025-09-21
12051,1556,937,Wishlist,2025-05-25
12052,2546,445,AddToCart,2025-01-21
12053,896,187,View,2025-10-15
12054,1075,404,Search,2025-09-12
12055,166,649,AddToCart,2025-08-04
12056,35,734,Wishlist,2026-01-14
12057,807,725,Search,2025-05-15
12058,2849,387,Wishlist,2025-02-05
12059,931,299,Wishlist,2026-03-07
12060,1671,969,Search,2025-06-19
12061,2852,697,Wishlist,2025-06-30
12062,1182,647,AddToCart,2025-05-26
12063,1983,310,Wishlist,2026-04-14
12064,1984,716,Search,2026-02-02
12065,479,363,Wishlist,2026-05-12
12066,281,403,Wishlist,2025-09-30
12067,2842,688,View,2026-01-05
12068,83,646,Search,2025-01-09
12069,2362,836,AddToCart,2025-03-19
12070,1063,349,Wishlist,2026-06-26
12071,2937,352,Purchase,2026-02-21
12072,2436,127,Wishlist,2026-02-05
12073,2797,530,Purchase,2025-12-16
12074,2811,197,AddToCart,2025-01-09
12075,1886,526,Wishlist,2026-04-01
12076,950,344,Search,2025-11-09
12077,2497,449,Wishlist,2026-07-03
12078,353,768,Purchase,2025-09-15
12079,249,546,Search,2026-03-22
12080,2058,582,AddToCart,2026-01-17
12081,2731,565,Wishlist,2025-08-09
12082,608,853,View,2025-08-15
12083,534,339,Purchase,2026-05-12
12084,1965,106,View,2026-04-23
12085,230,627,AddToCart,2026-01-15
12086,1156,799,Wishlist,2025-09-04
12087,1719,178,AddToCart,2025-03-10
12088,1315,485,Wishlist,2025-06-17
12089,2104,974,View,2026-03-23
12090,957,114,Wishlist,2026-01-15
12091,2777,240,View,2026-04-13
12092,668,387,View,2025-12-29
12093,400,317,View,2025-01-07
12094,2689,579,Purchase,2025-11-04
12095,1694,250,Wishlist,2025-02-15
12096,2574,607,AddToCart,2025-04-06
12097,2362,718,View,2026-05-10
12098,1382,307,Purchase,2025-02-18
12099,1762,777,Wishlist,2026-04-17
12100,239,962,AddToCart,2025-06-14
12101,926,269,Purchase,2025-01-17
12102,523,319,View,2026-04-15
12103,935,610,Search,2026-05-12
12104,2861,575,Purchase,2026-06-16
12105,2638,228,AddToCart,2026-05-24
12106,1963,343,View,2026-06-27
12107,2517,706,Wishlist,2026-05-24
12108,326,830,AddToCart,2026-03-26
12109,1130,661,Wishlist,2025-08-09
12110,1186,364,Purchase,2025-09-21
12111,2366,62,Search,2025-10-06
12112,2352,258,Search,2025-11-09
12113,505,980,View,2025-11-14
12114,1761,537,AddToCart,2025-11-21
12115,729,782,Purchase,2025-11-25
12116,130,761,Wishlist,2025-01-24
12117,1134,777,View,2026-05-23
12118,1333,972,Purchase,2025-08-27
12119,2780,180,Search,2026-04-05
12120,2907,668,Wishlist,2025-10-22
12121,126,639,Purchase,2025-12-26
12122,561,8,Purchase,2025-09-28
12123,1736,299,Purchase,2025-06-16
12124,845,393,View,2025-08-22
12125,2235,184,Purchase,2026-02-11
12126,350,772,Search,2025-07-19
12127,567,672,Purchase,2026-06-11
12128,895,390,Search,2025-07-17
12129,2206,857,Search,2026-02-22
12130,1974,442,Wishlist,2026-03-02
12131,393,509,Wishlist,2025-12-10
12132,1362,51,Purchase,2025-05-17
12133,1783,950,Wishlist,2025-09-17
12134,2652,218,View,2026-04-12
12135,251,253,Search,2025-05-23
12136,155,963,Wishlist,2026-02-27
12137,1036,37,AddToCart,2025-06-04
12138,1219,293,View,2025-02-06
12139,289,780,AddToCart,2026-04-27
12140,300,969,View,2026-05-26
12141,1110,260,Purchase,2025-05-26
12142,856,800,AddToCart,2025-06-22
12143,1773,323,AddToCart,2025-03-16
12144,507,312,Wishlist,2025-07-01
12145,2211,783,Wishlist,2025-02-07
12146,734,253,View,2026-05-27
12147,2776,278,Search,2025-03-06
12148,708,989,Purchase,2025-03-31
12149,981,380,Search,2025-04-06
12150,1071,349,View,2026-01-06
12151,1563,288,Wishlist,2025-03-15
12152,2507,954,Purchase,2026-02-04
12153,2870,557,View,2025-06-13
12154,688,841,Wishlist,2025-02-05
12155,2627,591,Purchase,2025-02-28
12156,1266,2,Wishlist,2025-08-01
12157,329,954,AddToCart,2025-02-22
12158,1256,115,View,2025-11-22
12159,2481,363,AddToCart,2025-10-30
12160,1613,220,Wishlist,2025-01-11
12161,1190,743,Purchase,2026-05-08
12162,2269,558,AddToCart,2025-05-08
12163,906,58,AddToCart,2026-01-23
12164,2697,208,Search,2025-09-22
12165,2055,796,Wishlist,2026-05-01
12166,985,679,AddToCart,2026-02-08
12167,252,389,View,2025-08-16
12168,587,529,Purchase,2026-06-04
12169,1547,151,AddToCart,2025-07-28
12170,2859,312,AddToCart,2025-10-11
12171,334,959,AddToCart,2025-02-13
12172,2016,310,Purchase,2026-02-10
12173,2322,153,Wishlist,2025-05-04
12174,2714,489,Wishlist,2026-06-27
12175,2342,429,AddToCart,2025-04-10
12176,701,489,AddToCart,2025-04-20
12177,215,166,AddToCart,2025-02-21
12178,184,510,Wishlist,2025-03-14
12179,1848,740,View,2026-03-07
12180,824,885,Wishlist,2025-02-28
12181,2601,313,Purchase,2026-03-11
12182,2741,82,Purchase,2025-06-27
12183,1100,603,Wishlist,2025-08-08
12184,128,348,Purchase,2025-05-14
12185,145,426,Search,2025-10-07
12186,2155,137,Purchase,2026-02-24
12187,2171,644,Wishlist,2025-08-19
12188,392,424,View,2025-04-05
12189,2893,85,Search,2025-07-16
12190,1304,428,Wishlist,2025-10-02
12191,675,862,View,2025-08-16
12192,121,5,Wishlist,2025-09-26
12193,651,944,Purchase,2025-03-11
12194,2512,663,Search,2026-02-14
12195,1425,242,Search,2025-10-31
12196,2808,59,Purchase,2026-04-30
12197,1910,442,Wishlist,2025-10-13
12198,1438,511,View,2025-01-20
12199,435,615,Search,2026-04-23
12200,2606,131,Purchase,2026-01-09
12201,1937,997,Wishlist,2025-09-02
12202,1407,297,Purchase,2025-01-09
12203,2115,221,Purchase,2025-06-15
12204,172,102,Search,2025-09-27
12205,1229,526,Search,2025-10-08
12206,1447,66,AddToCart,2025-10-22
12207,2034,166,Purchase,2026-03-12
12208,1871,617,Wishlist,2025-06-26
12209,2538,298,Search,2026-01-02
12210,1323,625,Wishlist,2026-04-06
12211,2894,285,Search,2025-12-13
12212,1872,886,Purchase,2025-01-09
12213,1880,563,Purchase,2025-04-15
12214,260,193,Search,2025-10-15
12215,2661,766,View,2026-01-04
12216,994,165,Wishlist,2025-08-19
12217,2723,484,View,2025-04-29
12218,396,871,View,2026-04-05
12219,489,921,Search,2025-07-11
12220,2966,947,Search,2025-06-12
12221,264,140,View,2026-02-07
12222,653,672,View,2025-03-26
12223,1712,300,Purchase,2026-01-05
12224,949,484,AddToCart,2026-02-22
12225,1568,945,Search,2026-02-04
12226,2361,195,Purchase,2026-02-16
12227,2619,263,Wishlist,2026-06-12
12228,1609,652,Wishlist,2025-05-04
12229,2973,407,Wishlist,2026-06-17
12230,2200,788,View,2025-10-27
12231,653,380,View,2025-10-19
12232,2718,931,View,2025-12-10
12233,122,610,View,2025-01-08
12234,1109,623,Purchase,2026-02-28
12235,1281,229,View,2025-08-11
12236,2330,786,Search,2025-07-01
12237,2240,46,AddToCart,2025-03-16
12238,387,215,Wishlist,2025-10-06
12239,73,407,Purchase,2025-01-07
12240,703,494,Wishlist,2025-04-28
12241,483,181,Purchase,2026-02-07
12242,157,102,Search,2026-04-21
12243,274,771,AddToCart,2025-02-23
12244,1926,949,Purchase,2025-07-31
12245,47,316,Wishlist,2026-04-20
12246,2769,841,AddToCart,2026-05-13
12247,182,870,AddToCart,2025-05-21
12248,907,845,View,2025-01-22
12249,488,455,View,2025-03-05
12250,2439,769,Search,2025-10-25
12251,2163,362,Wishlist,2025-04-16
12252,2395,770,View,2025-10-14
12253,1927,523,AddToCart,2026-04-26
12254,1226,750,View,2025-10-01
12255,469,826,Wishlist,2026-04-28
12256,2127,752,Search,2025-12-13
12257,1019,527,Wishlist,2026-01-02
12258,201,21,Purchase,2025-12-27
12259,2321,217,View,2025-07-05
12260,2112,23,AddToCart,2025-05-18
12261,216,153,AddToCart,2026-04-24
12262,50,613,Search,2026-06-02
12263,186,847,Wishlist,2025-10-26
12264,340,686,AddToCart,2025-06-29
12265,2818,257,View,2025-10-12
12266,2730,117,Wishlist,2025-01-01
12267,1579,852,View,2025-10-18
12268,2040,789,View,2026-01-13
12269,2138,609,Search,2026-06-08
12270,528,810,Purchase,2026-04-14
12271,111,750,View,2025-10-21
12272,306,73,AddToCart,2025-11-14
12273,499,383,Purchase,2025-12-25
12274,1471,604,Purchase,2025-09-25
12275,884,788,View,2025-08-16
12276,2101,585,AddToCart,2026-04-14
12277,1993,546,AddToCart,2026-03-31
12278,2014,584,Wishlist,2025-10-03
12279,1272,694,View,2026-04-07
12280,749,398,Purchase,2026-03-09
12281,1670,244,Search,2025-05-20
12282,17,231,Purchase,2026-01-30
12283,1796,100,Search,2025-09-07
12284,1901,941,Search,2025-04-10
12285,922,619,AddToCart,2025-11-09
12286,754,393,Wishlist,2025-05-21
12287,2359,359,Wishlist,2026-06-03
12288,167,71,AddToCart,2025-04-16
12289,2758,115,Search,2026-04-13
12290,47,266,Search,2026-03-14
12291,2005,155,Wishlist,2025-02-09
12292,1050,820,Purchase,2025-03-20
12293,1583,232,View,2025-07-24
12294,813,691,Wishlist,2026-01-14
12295,1055,621,AddToCart,2025-12-13
12296,598,955,Purchase,2025-05-07
12297,1566,640,View,2025-03-27
12298,2045,892,Purchase,2026-04-10
12299,932,523,Purchase,2026-06-26
12300,2030,932,View,2025-02-24
12301,1183,220,Wishlist,2026-03-18
12302,2537,143,AddToCart,2025-03-09
12303,2252,703,Wishlist,2025-04-23
12304,2908,604,Purchase,2026-01-26
12305,1030,665,Purchase,2026-02-14
12306,21,869,Wishlist,2025-12-25
12307,1517,194,Wishlist,2025-03-20
12308,2057,283,View,2025-12-21
12309,2465,166,Wishlist,2025-08-13
12310,596,209,View,2025-06-11
12311,1211,481,Search,2026-05-30
12312,735,172,View,2025-02-28
12313,2487,499,Purchase,2025-03-17
12314,2737,846,Wishlist,2025-03-27
12315,2021,841,Purchase,2025-11-10
12316,300,312,Search,2025-09-23
12317,764,446,Search,2026-04-09
12318,1476,117,Search,2026-05-31
12319,160,913,AddToCart,2026-01-01
12320,2880,902,Search,2025-01-25
12321,2378,165,Search,2025-05-24
12322,2953,692,Search,2026-03-02
12323,2671,540,Search,2025-06-06
12324,2926,401,View,2025-05-10
12325,424,151,AddToCart,2025-05-03
12326,2939,41,Search,2025-01-13
12327,2842,815,Purchase,2025-05-11
12328,2125,915,AddToCart,2025-08-24
12329,1285,213,Purchase,2026-03-04
12330,848,690,Search,2025-02-26
12331,248,331,Purchase,2025-04-30
12332,1674,103,Purchase,2025-09-03
12333,939,663,AddToCart,2026-02-16
12334,1282,467,Purchase,2025-05-05
12335,2198,527,Purchase,2026-06-01
12336,497,9,Wishlist,2026-04-24
12337,256,536,View,2025-02-27
12338,2520,463,Search,2025-01-25
12339,1431,190,AddToCart,2026-03-02
12340,1020,948,Purchase,2026-02-02
12341,2912,411,AddToCart,2025-02-27
12342,1922,611,AddToCart,2025-04-03
12343,272,144,View,2026-01-11
12344,1614,903,Purchase,2026-04-22
12345,621,718,AddToCart,2025-08-08
12346,2045,437,Purchase,2025-03-11
12347,1264,721,AddToCart,2026-02-17
12348,1400,760,AddToCart,2025-05-12
12349,2696,292,Search,2025-02-16
12350,41,96,View,2025-01-23
12351,1636,163,Purchase,2025-02-05
12352,2650,714,AddToCart,2025-06-14
12353,1007,643,Purchase,2025-07-24
12354,2960,806,Search,2025-11-04
12355,2421,705,View,2025-10-29
12356,2165,820,Purchase,2025-12-12
12357,2169,957,Wishlist,2025-10-21
12358,712,163,AddToCart,2025-04-21
12359,2524,820,Purchase,2026-04-18
12360,1300,395,Search,2025-11-19
12361,2224,802,Purchase,2026-03-15
12362,585,716,AddToCart,2025-02-07
12363,292,915,Wishlist,2026-05-10
12364,2609,351,Search,2025-12-17
12365,1140,801,Purchase,2026-05-22
12366,2127,573,View,2025-12-04
12367,1291,413,Purchase,2025-06-06
12368,492,50,View,2025-06-03
12369,49,332,Wishlist,2025-11-29
12370,1449,721,Search,2026-02-13
12371,533,172,AddToCart,2025-03-14
12372,316,649,View,2026-05-01
12373,11,948,AddToCart,2025-04-18
12374,278,235,Purchase,2025-05-18
12375,1373,132,Wishlist,2025-06-18
12376,1139,780,AddToCart,2025-11-18
12377,2148,171,AddToCart,2025-07-19
12378,1633,983,View,2026-02-09
12379,2293,513,Search,2025-10-08
12380,1007,499,View,2025-10-22
12381,2098,998,Wishlist,2025-09-08
12382,2838,356,Search,2025-02-06
12383,1221,219,Purchase,2026-04-12
12384,1112,127,Purchase,2025-04-22
12385,987,911,Wishlist,2025-06-20
12386,1945,218,Search,2026-03-10
12387,2347,468,View,2026-06-10
12388,764,771,Search,2026-06-06
12389,1133,235,View,2026-05-27
12390,2220,439,Wishlist,2026-05-29
12391,1624,905,Wishlist,2026-06-01
12392,33,994,Wishlist,2025-01-09
12393,934,473,Search,2025-11-03
12394,1934,993,Purchase,2025-05-13
12395,1368,666,View,2025-11-26
12396,2909,676,Search,2025-09-09
12397,851,148,Search,2025-01-09
12398,412,867,View,2025-09-27
12399,600,56,AddToCart,2025-10-03
12400,1123,706,Wishlist,2025-07-30
12401,1318,668,AddToCart,2025-12-29
12402,2931,722,Purchase,2026-02-19
12403,2865,280,Search,2025-06-30
12404,2323,37,Wishlist,2026-07-02
12405,2339,408,View,2026-02-07
12406,1844,168,View,2025-05-06
12407,2801,307,View,2025-09-01
12408,2334,393,Purchase,2025-11-11
12409,2403,280,Wishlist,2025-06-20
12410,2882,719,Purchase,2025-01-25
12411,239,855,AddToCart,2025-11-29
12412,507,978,Search,2025-09-16
12413,207,945,AddToCart,2025-05-25
12414,2049,329,AddToCart,2026-07-05
12415,1589,753,Purchase,2026-03-01
12416,308,865,AddToCart,2025-04-13
12417,1504,611,Search,2026-02-18
12418,1329,50,Search,2025-06-11
12419,2444,959,Wishlist,2025-04-02
12420,1656,234,View,2025-01-31
12421,680,101,Wishlist,2026-01-12
12422,2534,328,Wishlist,2025-10-06
12423,492,429,View,2025-01-31
12424,2714,467,Purchase,2026-05-20
12425,1512,998,Purchase,2025-02-16
12426,1761,717,Purchase,2025-09-21
12427,2050,1000,Purchase,2025-09-17
12428,2841,285,View,2026-04-12
12429,130,487,View,2026-04-10
12430,62,492,Purchase,2025-03-25
12431,1280,384,Purchase,2025-01-14
12432,392,295,AddToCart,2026-02-15
12433,1641,332,AddToCart,2026-02-19
12434,2750,939,Purchase,2025-04-03
12435,1535,6,View,2025-11-03
12436,891,596,Search,2025-03-24
12437,201,710,AddToCart,2025-01-01
12438,2989,827,AddToCart,2026-02-16
12439,26,193,Wishlist,2025-06-27
12440,2747,967,Purchase,2025-11-25
12441,1696,181,Wishlist,2026-01-18
12442,2214,255,View,2025-05-21
12443,1549,385,Search,2025-08-20
12444,265,60,Wishlist,2025-11-18
12445,753,840,View,2025-08-02
12446,2101,62,View,2025-04-02
12447,1736,932,Search,2025-03-04
12448,2080,104,Purchase,2025-01-02
12449,1416,882,Wishlist,2025-02-12
12450,995,927,View,2026-04-03
12451,1494,16,View,2025-09-01
12452,1542,350,View,2025-11-10
12453,1853,243,AddToCart,2025-02-01
12454,849,697,View,2026-01-25
12455,2715,761,AddToCart,2026-01-23
12456,1043,735,Search,2026-06-03
12457,1924,423,View,2025-07-21
12458,1136,43,View,2025-10-25
12459,1210,486,Wishlist,2026-04-16
12460,310,120,Wishlist,2025-02-01
12461,97,108,AddToCart,2026-02-23
12462,2193,596,Search,2026-05-05
12463,1064,599,AddToCart,2025-11-18
12464,1345,22,Purchase,2025-10-01
12465,335,149,Wishlist,2025-04-14
12466,2342,82,Search,2026-05-28
12467,1736,46,Purchase,2025-11-29
12468,2034,378,View,2025-10-14
12469,1840,834,Wishlist,2026-03-02
12470,2382,953,View,2025-06-02
12471,2976,52,Purchase,2025-06-14
12472,1306,298,Purchase,2026-04-26
12473,2582,782,Wishlist,2025-03-23
12474,1598,531,AddToCart,2026-02-14
12475,2024,395,Search,2026-04-10
12476,731,169,View,2026-03-10
12477,1989,550,Search,2026-05-22
12478,1554,834,View,2025-10-19
12479,1016,973,Purchase,2025-10-25
12480,1447,739,Search,2025-02-06
12481,2710,495,View,2025-01-13
12482,1205,425,Wishlist,2026-04-11
12483,2374,226,AddToCart,2025-06-12
12484,2769,355,Purchase,2025-01-20
12485,847,639,AddToCart,2026-02-12
12486,1352,556,Search,2026-06-25
12487,1753,775,Purchase,2025-03-03
12488,266,367,AddToCart,2026-01-28
12489,1964,878,Purchase,2025-08-25
12490,1887,673,AddToCart,2026-01-13
12491,2671,316,Search,2025-09-08
12492,62,840,Wishlist,2026-04-12
12493,1269,827,Search,2026-01-28
12494,1247,701,Purchase,2025-08-15
12495,1943,694,Wishlist,2025-09-25
12496,11,981,Search,2025-02-19
12497,1297,616,Wishlist,2026-06-19
12498,2477,372,Purchase,2026-03-22
12499,357,284,Search,2025-01-22
12500,2423,796,Wishlist,2026-02-01
12501,671,871,Wishlist,2026-06-26
12502,221,957,View,2025-07-25
12503,2677,112,Purchase,2025-11-07
12504,498,607,Purchase,2025-05-16
12505,1148,99,Purchase,2025-11-17
12506,849,871,View,2025-05-12
12507,2795,472,Search,2025-09-17
12508,262,39,View,2025-12-21
12509,1806,721,Purchase,2025-07-26
12510,2647,164,AddToCart,2025-06-15
12511,2103,24,Wishlist,2025-05-24
12512,2551,602,Search,2025-07-03
12513,470,441,View,2025-06-22
12514,2682,758,Wishlist,2026-07-05
12515,1745,63,AddToCart,2026-04-24
12516,1527,110,AddToCart,2025-05-22
12517,1916,391,Wishlist,2026-05-03
12518,814,441,Purchase,2026-02-14
12519,2441,340,Purchase,2025-06-05
12520,1076,201,Purchase,2025-09-16
12521,2676,892,View,2025-05-12
12522,2396,179,AddToCart,2025-04-12
12523,1145,542,Purchase,2025-09-18
12524,2372,383,AddToCart,2025-07-16
12525,23,67,Purchase,2026-04-24
12526,2615,965,Wishlist,2025-02-23
12527,2675,919,Wishlist,2025-06-27
12528,1472,528,View,2025-04-03
12529,2371,859,Search,2026-02-12
12530,347,962,Search,2025-10-02
12531,1585,500,View,2025-06-22
12532,1164,754,Wishlist,2025-01-14
12533,537,520,AddToCart,2025-04-25
12534,1608,782,AddToCart,2025-12-24
12535,299,869,View,2026-02-22
12536,2291,819,View,2025-04-04
12537,39,499,AddToCart,2026-02-26
12538,1611,567,Wishlist,2025-10-03
12539,1992,643,AddToCart,2025-05-17
12540,376,340,Purchase,2026-05-02
12541,726,779,AddToCart,2025-09-02
12542,466,131,View,2025-03-07
12543,1123,399,Search,2025-05-22
12544,1089,776,AddToCart,2025-01-12
12545,1808,792,Wishlist,2025-03-28
12546,319,86,AddToCart,2026-04-05
12547,1233,741,Wishlist,2025-01-24
12548,1059,869,Search,2026-02-11
12549,1810,203,View,2026-04-23
12550,2316,993,AddToCart,2026-04-24
12551,106,202,Purchase,2026-04-10
12552,1061,379,Search,2025-08-05
12553,2493,455,AddToCart,2026-01-24
12554,1178,501,Search,2026-05-30
12555,1980,503,View,2026-01-18
12556,2813,373,Wishlist,2025-08-18
12557,128,409,Wishlist,2026-02-07
12558,1511,571,AddToCart,2026-02-03
12559,1770,954,View,2026-06-06
12560,2849,56,AddToCart,2025-07-09
12561,2416,468,Wishlist,2026-06-05
12562,1993,632,View,2025-12-12
12563,1344,877,Wishlist,2026-06-28
12564,758,187,AddToCart,2026-05-10
12565,1717,367,View,2025-03-30
12566,1544,904,Search,2025-08-07
12567,1462,811,Search,2025-11-14
12568,248,991,AddToCart,2025-08-12
12569,2534,111,Wishlist,2025-01-09
12570,436,827,Search,2025-10-28
12571,2059,904,AddToCart,2026-06-13
12572,2385,23,Search,2025-08-02
12573,851,375,View,2026-01-26
12574,1874,777,Wishlist,2026-02-11
12575,60,366,Purchase,2025-05-19
12576,1450,575,AddToCart,2025-07-08
12577,2772,408,View,2026-01-02
12578,2561,517,Purchase,2025-05-08
12579,1701,649,Wishlist,2025-06-11
12580,2952,971,View,2026-05-29
12581,2200,685,View,2026-05-29
12582,29,151,View,2025-08-31
