RecommendationID,CustomerID,RecommendedProductID,Score
5063,1751,292,0.55
5064,2022,256,0.88
5065,22,452,0.82
5066,1955,303,0.83
5067,2369,835,0.72
5068,2674,83,0.73
5069,1423,524,0.88
5070,2533,365,0.88
5071,537,356,0.79
5072,727,753,0.92
5073,2449,735,0.69
5074,2368,745,0.95
5075,499,553,0.97
5076,715,830,0.75
5077,1148,987,0.82
5078,97,67,0.77
5079,1239,727,0.94
5080,1494,71,0.57
5081,2975,890,0.62
5082,1447,228,0.87
5083,1196,656,0.87
5084,744,124,0.97
5085,2229,619,0.83
5086,483,39,0.66
5087,536,779,0.74
5088,290,502,0.9
5089,1130,992,0.63
5090,2456,308,0.67
5091,517,480,0.51
5092,2737,661,0.5
5093,487,70,0.79
5094,2069,68,0.62
5095,1733,603,0.9
5096,2859,878,0.71
5097,557,837,0.66
5098,1998,471,0.54
5099,2284,100,0.99
5100,720,490,0.9
5101,1071,329,0.82
5102,1603,513,0.88
5103,461,726,0.59
5104,1866,324,0.96
5105,998,55,0.88
5106,610,899,0.87
5107,1391,35,0.71
5108,1742,205,0.92
5109,922,897,0.99
5110,2679,310,0.64
5111,2828,757,0.96
5112,2294,609,0.62
5113,2430,669,0.96
5114,516,637,0.52
5115,1237,612,0.61
5116,1406,769,0.73
5117,1501,720,0.88
5118,1756,47,0.56
5119,1983,300,0.69
5120,2063,138,0.62
5121,2071,117,0.99
5122,1630,786,0.52
5123,339,255,0.9
5124,1752,825,0.66
5125,2645,581,0.73
5126,206,368,0.86
5127,2714,544,0.98
5128,1977,865,0.84
5129,2288,466,0.81
5130,1572,514,0.84
5131,85,230,0.91
5132,392,288,0.93
5133,322,688,0.98
5134,2818,835,0.56
5135,91,799,0.63
5136,1725,769,0.99
5137,426,850,0.65
5138,1857,505,0.55
5139,1661,869,0.53
5140,1506,110,0.82
5141,2999,605,0.92
5142,1344,512,0.66
5143,1420,51,0.74
5144,2155,176,0.77
5145,2458,348,0.75
5146,174,60,0.93
5147,2844,742,0.85
5148,2859,147,0.74
5149,324,877,0.62
5150,758,762,0.54
5151,2626,591,0.92
5152,592,223,0.9
5153,354,751,0.67
5154,1822,947,0.91
5155,2787,121,0.8
5156,2596,708,0.68
5157,1670,337,0.56
5158,1024,151,0.76
5159,261,407,0.86
5160,89,349,0.8
5161,190,790,0.74
5162,2403,255,0.57
5163,1021,132,0.62
5164,827,220,0.76
5165,1522,888,0.89
5166,324,684,0.51
5167,465,219,0.71
5168,772,46,0.83
5169,2668,586,0.65
5170,1990,271,0.92
5171,1959,475,0.55
5172,2537,149,0.92
5173,2968,872,0.74
5174,44,812,0.96
5175,91,327,0.81
5176,497,419,0.89
5177,1302,461,0.91
5178,2864,828,0.83
5179,2119,911,0.98
5180,853,445,0.65
5181,2068,148,0.57
5182,1188,38,0.83
5183,483,384,0.98
5184,1173,352,0.63
5185,1153,870,0.92
5186,2391,490,0.68
5187,1512,624,0.7
5188,1167,824,0.73
5189,2506,921,0.9
5190,2295,261,0.84
5191,1628,500,0.88
5192,1438,611,0.62
5193,1593,888,0.84
5194,189,634,0.74
5195,2320,477,0.68
5196,1399,212,0.86
5197,2706,614,0.67
5198,715,977,0.83
5199,592,586,0.56
5200,1610,968,0.52
5201,844,180,0.57
5202,1192,688,0.64
5203,2647,62,0.51
5204,2636,350,0.7
5205,877,431,0.55
5206,977,113,0.53
5207,2975,817,0.57
5208,838,635,0.67
5209,1973,990,0.92
5210,35,182,0.84
5211,2197,230,0.65
5212,350,133,0.73
5213,2091,73,0.9
5214,2059,62,0.54
5215,1559,487,0.76
5216,164,655,0.82
5217,2522,467,0.53
5218,2202,67,0.91
5219,1719,487,0.53
5220,175,651,0.59
5221,2722,536,0.64
5222,786,990,0.59
5223,976,477,0.71
5224,2130,263,0.68
5225,1576,495,0.63
5226,2614,766,0.6
5227,2271,201,0.83
5228,1344,944,0.65
5229,2414,735,0.82
5230,2440,103,0.73
5231,2972,176,0.56
5232,2179,169,0.83
5233,1415,911,0.58
5234,954,290,0.93
5235,1768,873,0.67
5236,2891,605,0.51
5237,1163,537,0.83
5238,2416,179,0.9
5239,2197,576,0.62
5240,299,12,0.65
5241,1910,435,0.94
5242,2384,813,0.97
5243,1932,320,0.54
5244,515,523,0.95
5245,2067,949,0.5
5246,2827,720,0.75
5247,342,928,0.74
5248,380,150,0.71
5249,290,410,0.79
5250,466,115,0.98
5251,550,898,0.58
5252,2751,972,0.67
5253,835,773,0.93
5254,2822,103,0.93
5255,1429,565,0.91
5256,56,373,0.57
5257,1154,453,0.69
5258,312,555,0.7
5259,2626,770,0.92
5260,395,847,0.69
5261,1484,156,0.7
5262,1714,695,0.8
5263,1809,276,0.71
5264,1729,136,0.91
5265,327,555,0.65
5266,1676,58,0.77
5267,2831,878,0.75
5268,2808,843,0.84
5269,514,33,0.93
5270,571,483,0.59
5271,1459,990,0.72
5272,951,963,0.76
5273,1448,599,0.6
5274,1735,29,0.55
5275,2183,47,0.53
5276,2049,649,0.93
5277,2067,580,0.55
5278,55,429,0.91
5279,2860,929,0.86
5280,73,909,0.58
5281,356,268,0.84
5282,1140,998,0.95
5283,373,839,0.73
5284,2983,29,0.92
5285,2178,683,0.57
5286,2929,564,0.51
5287,1949,223,0.67
5288,2247,802,0.63
5289,2174,984,0.69
5290,2811,552,0.69
5291,1853,193,0.81
5292,2657,144,0.99
5293,961,209,0.82
5294,1607,990,0.54
5295,854,126,0.77
5296,2729,80,0.58
5297,1862,953,0.86
5298,2699,540,0.54
5299,397,187,0.55
5300,656,706,0.59
5301,2933,355,0.83
5302,1274,715,0.96
5303,1322,622,0.79
5304,2483,561,0.77
5305,2266,85,0.63
5306,1043,201,0.81
5307,1057,149,0.84
5308,2321,974,0.85
5309,1706,342,0.51
5310,1625,178,0.95
5311,2553,794,0.54
5312,2946,919,0.57
5313,1253,1,0.94
5314,2575,456,0.59
5315,828,834,0.9
5316,407,281,0.56
5317,2339,534,0.72
5318,1627,473,0.89
5319,474,309,0.84
5320,849,267,0.6
5321,2798,146,0.83
5322,2944,117,0.67
5323,936,375,0.76
5324,683,189,0.86
5325,2454,889,0.97
5326,1863,824,0.53
5327,1013,361,0.96
5328,2027,664,0.81
5329,2214,279,0.72
5330,43,926,0.97
5331,95,544,0.86
5332,1125,357,0.58
5333,2940,645,0.86
5334,534,479,0.64
5335,315,382,0.99
5336,2160,228,0.51
5337,1018,960,0.87
5338,1767,559,0.78
5339,2040,742,0.91
5340,1471,453,0.94
5341,690,910,0.57
5342,2907,168,0.85
5343,799,771,0.91
5344,693,673,0.61
5345,520,548,0.98
5346,2801,15,0.63
5347,1771,55,0.74
5348,2874,371,0.72
5349,2908,997,0.95
5350,1486,616,0.68
5351,1386,8,0.56
5352,1253,884,0.64
5353,1630,610,0.78
5354,2610,110,0.88
5355,2338,406,0.97
5356,2927,402,0.57
5357,680,413,0.59
5358,1558,307,0.82
5359,2523,776,0.62
5360,803,623,0.8
5361,2129,340,0.61
5362,1380,468,0.8
5363,360,132,0.69
5364,747,985,0.73
5365,1683,82,0.97
5366,2510,3,0.55
5367,2072,706,0.58
5368,802,711,0.58
5369,1612,265,0.66
5370,869,909,0.67
5371,1005,19,0.92
5372,1866,250,0.51
5373,2673,312,0.77
5374,1984,638,0.9
5375,796,177,0.61
5376,1859,221,0.93
5377,2850,159,0.8
5378,1598,237,0.75
5379,2962,876,0.6
5380,751,214,0.66
5381,546,50,0.9
5382,28,903,0.73
5383,1083,901,0.94
5384,751,586,0.84
5385,280,625,0.75
5386,1612,277,0.89
5387,1402,316,0.87
5388,17,919,0.56
5389,644,990,0.77
5390,66,744,0.86
5391,2821,778,0.65
5392,795,339,0.56
5393,2961,116,0.79
5394,2969,661,0.75
5395,2807,169,0.82
5396,632,484,0.74
5397,2221,437,0.86
5398,1796,131,0.53
5399,1891,268,0.91
5400,1368,515,0.85
5401,2947,861,0.79
5402,2457,548,0.8
5403,1022,869,0.53
5404,146,584,0.88
5405,425,907,0.79
5406,781,436,0.82
5407,477,597,0.57
5408,2282,441,0.83
5409,1542,445,0.59
5410,2225,62,0.53
5411,1832,841,0.64
5412,2840,865,0.6
5413,1939,823,0.51
5414,777,688,0.63
5415,1413,247,0.81
5416,812,63,0.58
5417,124,920,0.68
5418,2335,682,0.85
5419,1916,30,0.54
5420,565,845,0.74
5421,906,396,0.76
5422,2162,591,0.52
5423,1982,954,0.91
5424,79,151,0.73
5425,1707,832,0.58
5426,2338,975,0.72
5427,2566,520,0.55
5428,2938,995,0.91
5429,1007,284,0.57
5430,181,155,0.83
5431,2950,138,0.68
5432,949,735,0.61
5433,2072,568,0.84
5434,724,149,0.73
5435,249,641,0.53
5436,2020,994,0.77
5437,384,874,0.98
5438,554,715,0.75
5439,963,929,0.88
5440,1676,506,0.8
5441,2056,857,0.83
5442,2829,127,0.67
5443,101,593,0.95
5444,2133,211,0.73
5445,2324,976,0.57
5446,1074,919,0.96
5447,2986,972,0.96
5448,1302,759,0.84
5449,1381,857,0.79
5450,2462,794,0.63
5451,922,34,0.87
5452,2987,569,0.77
5453,912,306,0.52
5454,978,290,0.88
5455,1521,898,0.57
5456,629,397,0.52
5457,2684,843,0.62
5458,2677,560,0.89
5459,2062,157,0.97
5460,2474,894,0.88
5461,1133,141,0.78
5462,1257,672,0.59
5463,175,762,0.5
5464,1771,255,0.64
5465,1439,28,0.74
5466,2401,531,0.66
5467,1430,731,0.54
5468,2232,329,0.91
5469,1557,628,0.69
5470,2805,274,0.95
5471,2649,346,0.94
5472,1731,101,0.88
5473,817,111,0.95
5474,2383,548,0.72
5475,1496,727,0.68
5476,1397,338,0.84
5477,1002,773,0.88
5478,1317,453,0.7
5479,1664,955,0.98
5480,203,443,0.74
5481,1184,782,0.65
5482,2955,498,0.83
5483,2184,263,0.59
5484,1809,505,0.86
5485,2582,22,0.78
5486,2676,629,0.81
5487,832,671,0.7
5488,1578,98,0.86
5489,483,564,0.72
5490,894,555,0.88
5491,1829,705,0.87
5492,2011,871,0.89
5493,1543,429,0.72
5494,2367,150,0.71
5495,1485,200,0.95
5496,574,990,0.61
5497,2255,282,0.88
5498,844,351,0.65
5499,2697,446,0.84
5500,915,216,0.89
5501,26,515,0.55
5502,2264,278,0.78
5503,2757,369,0.98
5504,1034,411,0.69
5505,120,651,0.62
5506,1547,425,0.94
5507,1179,761,0.69
5508,1179,500,0.72
5509,721,167,0.77
5510,2797,665,0.91
5511,1968,687,0.96
5512,329,15,0.67
5513,395,881,0.92
5514,1010,171,0.91
5515,1742,454,0.7
5516,762,659,0.61
5517,2862,634,0.6
5518,112,988,0.73
5519,1396,419,0.64
5520,1097,343,0.89
5521,2944,432,0.74
5522,2081,705,0.71
5523,94,379,0.53
5524,255,155,0.73
5525,678,430,0.6
5526,313,629,0.54
5527,1644,514,0.85
5528,2557,38,0.96
5529,931,559,0.86
5530,1907,328,0.62
5531,2420,382,0.84
5532,1370,571,0.73
5533,576,610,0.55
5534,2783,635,0.69
5535,2000,688,0.71
5536,2618,330,0.72
5537,2824,392,0.71
5538,810,299,0.93
5539,2835,258,0.67
5540,823,915,0.84
5541,1395,763,0.78
5542,916,970,0.87
5543,1979,347,0.61
5544,592,337,0.84
5545,631,596,0.87
5546,950,888,0.54
5547,1140,857,0.73
5548,286,220,0.9
5549,1371,951,0.53
5550,1195,888,0.58
5551,972,610,0.82
5552,193,469,0.89
5553,2693,164,0.76
5554,526,707,0.86
5555,2116,520,0.61
5556,143,740,0.93
5557,891,741,0.89
5558,1729,622,0.58
5559,2069,263,0.9
5560,2600,900,0.67
5561,38,388,0.77
5562,1439,424,0.79
5563,27,128,0.96
5564,2194,187,0.88
5565,517,48,0.78
5566,857,27,0.69
5567,2583,327,0.9
5568,2320,429,0.68
5569,1207,384,0.7
5570,1958,490,0.53
5571,1838,966,0.53
5572,1547,815,0.87
5573,960,494,0.8
5574,1486,743,0.75
5575,885,35,0.63
5576,2829,846,0.77
5577,94,324,0.55
5578,893,6,0.83
5579,2408,111,0.78
5580,24,274,0.85
5581,322,983,0.76
5582,913,53,0.63
5583,2657,664,0.64
5584,2193,652,0.74
5585,2827,315,0.94
5586,1138,960,0.61
5587,1262,702,0.99
5588,1167,794,0.52
5589,1187,122,0.92
5590,847,152,0.62
5591,1793,253,0.96
5592,2694,262,0.95
5593,2025,227,0.74
5594,765,306,0.99
5595,2677,725,0.78
5596,1968,876,0.52
5597,2930,977,0.55
5598,2290,472,0.5
5599,1390,719,0.74
5600,2662,174,0.89
5601,28,426,0.95
5602,627,497,0.78
5603,962,194,0.79
5604,1110,492,0.8
5605,518,513,0.53
5606,1654,347,0.53
5607,2078,274,0.63
5608,2016,100,0.88
5609,2471,966,0.94
5610,2451,470,0.53
5611,1536,628,0.67
5612,1953,256,0.78
5613,2317,592,0.65
5614,840,327,0.64
5615,2869,651,0.9
5616,253,322,0.92
5617,2727,553,0.86
5618,703,122,0.76
5619,2723,930,0.73
5620,2970,670,0.57
5621,312,430,0.88
5622,1434,918,0.78
5623,2283,245,0.78
5624,884,937,0.78
5625,1972,644,0.64
5626,2056,738,0.85
5627,2403,310,0.84
5628,2019,668,0.59
5629,2692,333,0.72
5630,55,188,0.84
5631,115,453,0.71
5632,1382,582,0.84
5633,1182,643,0.67
5634,582,31,0.62
5635,2752,360,0.89
5636,458,637,0.56
5637,509,843,0.64
5638,92,808,0.97
5639,1013,620,0.6
5640,2164,90,0.69
5641,2230,578,0.78
5642,330,705,0.8
5643,894,6,0.91
5644,2255,361,0.78
5645,1553,660,0.64
5646,160,264,0.55
5647,883,778,0.73
5648,102,134,0.57
5649,1892,270,0.67
5650,1480,457,0.73
5651,1797,499,0.92
5652,2142,594,0.89
5653,659,613,0.65
5654,2953,38,0.59
5655,1842,296,0.92
5656,1656,404,0.69
5657,2852,945,0.9
5658,1387,156,0.85
5659,2847,534,0.76
5660,2468,83,0.66
5661,2350,376,0.58
5662,2478,715,0.79
5663,2436,570,0.75
5664,2917,241,0.69
5665,2665,992,0.69
5666,770,47,0.65
5667,2752,1000,0.65
5668,1719,561,0.94
5669,1223,680,0.89
5670,1816,268,0.9
5671,1494,132,0.68
5672,56,318,0.74
5673,2614,919,0.71
5674,1374,456,0.89
5675,62,319,0.65
5676,2302,180,0.61
5677,2802,316,0.77
5678,78,777,0.81
5679,1918,131,0.84
5680,569,24,0.76
5681,828,912,0.75
5682,2130,125,0.95
5683,1731,173,0.97
5684,1277,179,0.83
5685,923,651,0.87
5686,2800,191,0.59
5687,434,231,0.62
5688,1056,256,0.78
5689,1632,452,0.82
5690,2234,826,0.58
5691,1797,842,0.87
5692,1016,987,0.67
5693,268,202,0.62
5694,2704,942,0.9
5695,2813,169,0.68
5696,2908,527,0.77
5697,2036,70,0.9
5698,334,27,0.92
5699,221,634,0.65
5700,2105,723,0.81
5701,82,779,0.97
5702,1517,371,0.69
5703,22,416,0.68
5704,697,454,0.51
5705,1721,870,0.81
5706,2172,808,0.57
5707,139,14,0.72
5708,1347,341,0.76
5709,2354,306,0.61
5710,2687,436,0.99
5711,1164,72,0.66
5712,895,384,0.83
5713,1356,888,0.98
5714,1282,87,0.56
5715,73,547,0.51
5716,922,601,0.96
5717,1074,212,0.59
5718,1935,498,0.7
5719,1872,471,0.62
5720,652,527,0.53
5721,815,461,0.88
5722,2145,814,0.88
5723,1806,843,0.74
5724,1946,545,0.82
5725,2756,169,0.99
5726,2284,931,0.65
5727,1722,307,0.67
5728,2632,301,0.95
5729,1482,820,0.99
5730,1062,393,0.89
5731,347,547,0.96
5732,2428,6,0.72
5733,2034,538,0.88
5734,1306,108,0.59
5735,870,844,0.93
5736,2385,10,0.59
5737,730,324,0.58
5738,1845,479,0.92
5739,1697,276,0.67
5740,1662,642,0.9
5741,1599,9,0.81
5742,1957,228,0.74
5743,2344,544,0.77
5744,2963,60,0.93
5745,1420,952,0.73
5746,111,995,0.56
5747,1142,689,0.78
5748,853,273,0.8
5749,642,299,0.81
5750,29,874,0.74
5751,517,514,0.85
5752,271,213,0.88
5753,842,701,0.79
5754,966,507,0.98
5755,1777,280,0.54
5756,2404,801,0.8
5757,201,911,0.54
5758,1889,165,0.63
5759,2931,700,0.82
5760,2826,978,0.69
5761,2960,219,0.63
5762,1157,164,0.59
5763,1420,1000,0.5
5764,145,513,0.98
5765,1579,218,0.87
5766,2220,4,0.85
5767,2380,275,0.86
5768,2364,597,0.8
5769,2004,25,0.91
5770,2842,876,0.83
5771,2520,194,0.63
5772,2091,863,0.57
5773,2636,954,0.9
5774,2607,701,0.84
5775,1653,564,0.74
5776,1654,808,0.98
5777,2045,509,0.86
5778,724,457,0.74
5779,1618,731,0.77
5780,2015,771,0.61
5781,2504,531,0.53
5782,766,751,0.72
5783,195,490,0.63
5784,83,879,0.75
5785,1989,943,0.61
5786,1069,95,0.8
5787,1613,67,0.72
5788,1499,462,0.65
5789,606,41,0.96
5790,1556,840,0.55
5791,2486,595,0.79
5792,2317,589,0.89
5793,1711,647,0.83
5794,62,65,0.73
5795,773,647,0.97
5796,1787,311,0.61
5797,2774,124,0.93
5798,1627,964,0.79
5799,2924,859,0.84
5800,2245,978,0.68
5801,1388,344,0.91
5802,2295,594,0.83
5803,876,336,0.85
5804,2094,298,0.89
5805,568,758,0.78
5806,2946,967,0.97
5807,329,139,0.74
5808,1898,697,0.58
5809,366,451,0.61
5810,380,655,0.67
5811,581,6,0.89
5812,547,416,0.75
5813,1610,422,0.7
5814,47,904,0.84
5815,761,704,0.53
5816,1200,655,0.9
5817,2054,624,0.88
5818,1670,605,0.81
5819,2556,50,0.85
5820,576,335,0.51
5821,1451,626,0.58
5822,2108,738,0.66
5823,2415,926,0.64
5824,857,166,0.73
5825,593,774,0.51
5826,340,862,0.94
5827,1066,311,0.6
5828,1401,395,0.88
5829,1599,885,0.84
5830,353,49,0.78
5831,2805,431,0.6
5832,2600,335,0.8
5833,2366,541,0.79
5834,2116,899,0.72
5835,1314,745,0.87
5836,961,431,0.77
5837,1217,886,0.88
5838,2025,431,0.98
5839,2856,251,0.62
5840,1526,715,0.89
5841,2414,37,0.67
5842,473,295,0.63
5843,744,357,0.7
5844,749,977,0.94
5845,2758,604,0.58
5846,412,607,0.62
5847,1099,377,0.57
5848,2729,813,0.74
5849,2030,57,0.57
5850,1698,98,0.62
5851,2213,313,0.91
5852,992,394,0.81
5853,1104,383,0.88
5854,1199,806,0.73
5855,1150,586,0.62
5856,2962,505,0.68
5857,1158,126,0.88
5858,2627,774,0.8
5859,2961,649,0.69
5860,2084,799,0.89
5861,1226,44,0.79
5862,1356,515,0.51
5863,1522,64,0.53
5864,2021,611,0.67
5865,1413,745,0.8
5866,2362,369,0.97
5867,85,138,0.58
5868,1519,379,0.85
5869,2825,631,0.73
5870,368,106,0.67
5871,976,523,0.69
5872,1249,851,0.72
5873,2980,740,0.77
5874,2092,953,0.94
5875,2646,145,0.95
5876,1251,90,0.58
5877,430,931,0.61
5878,1689,445,0.69
5879,246,847,0.67
5880,949,371,0.75
5881,1545,193,0.57
5882,2314,83,0.85
5883,1002,911,0.69
5884,2954,585,0.94
5885,682,76,0.71
5886,767,73,0.91
5887,717,784,0.74
5888,982,908,0.58
5889,1619,402,0.99
5890,2316,867,0.51
5891,1793,163,0.76
5892,1782,699,0.54
5893,2451,39,0.73
5894,1001,449,0.53
5895,1567,827,0.83
5896,2995,340,0.86
5897,2616,338,0.88
5898,1145,616,0.56
5899,810,236,0.62
5900,697,640,0.57
5901,2504,489,0.77
5902,697,175,0.81
5903,1488,701,0.68
5904,1665,106,0.61
5905,2098,68,0.57
5906,681,463,0.97
5907,2988,977,0.87
5908,44,2,0.62
5909,2461,769,0.83
5910,2656,186,0.79
5911,2507,282,0.92
5912,173,652,0.94
5913,2408,505,0.73
5914,1184,424,0.9
5915,1499,36,0.74
5916,296,204,0.73
5917,2592,689,0.72
5918,1398,967,0.69
5919,223,76,0.51
5920,2007,250,0.78
5921,784,568,0.71
5922,1612,115,0.78
5923,132,484,0.55
5924,2770,540,0.83
5925,227,208,0.92
5926,688,608,0.61
5927,1149,618,0.59
5928,1077,52,0.97
5929,2599,544,0.99
5930,215,338,0.78
5931,2438,441,0.54
5932,2112,980,0.95
5933,2627,789,0.88
5934,1061,846,0.75
5935,2738,814,0.7
5936,2399,87,0.78
5937,1966,545,0.99
5938,1253,81,0.87
5939,2310,65,0.52
5940,1235,100,0.69
5941,2057,925,0.53
5942,1229,311,0.67
5943,2174,781,0.97
5944,950,471,0.62
5945,1547,811,0.63
5946,294,251,0.96
5947,2757,955,0.86
5948,79,145,0.87
5949,2287,382,0.77
5950,2668,931,0.66
5951,2890,359,0.77
5952,1542,903,0.94
5953,481,88,0.76
5954,2646,685,0.52
5955,31,1000,0.69
5956,1200,670,0.52
5957,1928,33,0.54
5958,2198,194,0.85
5959,232,887,0.54
5960,841,222,0.6
5961,628,346,0.93
5962,348,435,0.65
5963,1364,32,0.98
5964,2532,928,0.92
5965,2174,823,0.9
5966,2747,133,0.56
5967,1652,212,0.76
5968,2371,932,0.91
5969,1685,814,0.63
5970,617,333,0.57
5971,2005,71,0.66
5972,1883,244,0.57
5973,802,512,0.9
5974,1054,249,0.83
5975,269,43,0.75
5976,2764,201,0.62
5977,1957,584,0.91
5978,24,988,0.96
5979,999,104,0.91
5980,561,191,0.72
5981,996,882,0.63
5982,2059,444,0.96
5983,203,73,0.9
5984,2720,870,0.56
5985,189,496,0.69
5986,320,525,0.52
5987,2509,526,0.91
5988,468,781,0.93
5989,1142,384,0.68
5990,1413,628,0.51
5991,653,809,0.57
5992,1738,833,0.74
5993,1080,630,0.55
5994,561,928,0.61
5995,1140,534,0.56
5996,609,747,0.57
5997,755,213,0.67
5998,2077,655,0.86
5999,2963,719,0.72
6000,1318,967,0.76
6001,532,126,0.88
6002,1859,696,0.54
6003,2232,793,0.53
6004,31,370,0.77
6005,2949,446,0.63
6006,698,492,0.96
6007,1782,871,0.57
6008,159,577,0.94
6009,260,70,0.98
6010,2675,41,0.62
6011,1599,393,0.97
6012,134,347,0.95
6013,2061,843,0.86
6014,1836,968,0.65
6015,722,292,0.55
6016,1204,486,0.9
6017,1507,719,0.83
6018,1793,725,0.76
6019,2733,14,0.66
6020,821,31,0.56
6021,2947,848,0.57
6022,846,165,0.78
6023,2727,650,0.81
6024,204,224,0.81
6025,2152,547,0.62
6026,516,388,0.52
6027,1011,213,0.62
6028,2815,436,0.53
6029,392,125,0.8
6030,859,527,0.89
6031,575,529,0.76
6032,2122,363,0.98
6033,2240,271,0.81
6034,410,139,0.57
6035,901,164,0.52
6036,2498,911,0.67
6037,110,192,0.85
6038,2490,148,0.79
6039,1891,894,0.57
6040,2350,928,0.66
6041,19,67,0.9
6042,1004,89,0.77
6043,2588,64,0.72
6044,2563,611,0.56
6045,2624,374,0.68
6046,2999,282,0.83
6047,1304,490,0.64
6048,1748,175,0.79
6049,1504,939,0.83
6050,2729,202,0.82
6051,257,935,0.96
6052,2452,470,0.6
6053,1835,619,0.69
6054,363,808,0.59
6055,2405,755,0.63
6056,2860,314,0.96
6057,541,575,0.69
6058,2925,509,0.83
6059,1317,151,0.55
6060,2764,993,0.69
6061,335,527,0.52
6062,142,489,0.97
6063,649,836,0.63
6064,1593,31,0.69
6065,1355,966,0.51
6066,16,736,0.95
6067,2052,626,0.73
6068,891,454,0.69
6069,2982,662,0.7
6070,143,721,0.54
6071,600,132,0.57
6072,1440,553,0.87
6073,1028,563,0.57
6074,1558,153,0.57
6075,2193,475,0.55
6076,1833,600,0.78
6077,2396,72,0.67
6078,779,755,0.6
6079,2574,801,0.8
6080,2911,175,0.88
6081,2329,227,0.55
6082,338,644,0.62
6083,2001,647,0.93
6084,379,454,0.96
6085,2445,940,0.81
6086,20,715,0.7
6087,2866,76,0.65
6088,2931,408,0.95
6089,444,77,0.52
6090,1259,734,0.89
6091,843,602,0.96
6092,1880,399,0.8
6093,2861,560,0.56
6094,1041,970,0.76
6095,1871,158,0.66
6096,1040,78,0.73
6097,1124,363,0.79
6098,2637,289,0.82
6099,2409,558,0.93
6100,1598,546,0.92
6101,2862,147,0.95
6102,823,456,0.55
6103,427,99,0.91
6104,1366,438,0.88
6105,1116,204,0.82
6106,1329,720,0.82
6107,307,870,0.7
6108,2932,865,0.81
6109,2983,600,0.61
6110,1878,3,0.82
6111,1272,318,0.56
6112,223,541,0.8
6113,2353,321,0.68
6114,2664,698,0.94
6115,1195,889,0.62
6116,2863,53,0.53
6117,2855,708,0.77
6118,524,362,0.67
6119,1854,130,0.91
6120,2751,410,0.91
6121,400,469,0.94
6122,1803,410,0.79
6123,1551,220,0.78
6124,2654,116,0.62
6125,765,631,0.89
6126,1923,797,0.52
6127,2635,42,0.92
6128,1876,796,0.6
6129,221,775,0.62
6130,520,921,0.98
6131,1564,236,0.68
6132,775,573,0.63
6133,1277,490,0.78
6134,2369,462,0.6
6135,2957,11,0.63
6136,2603,561,0.87
6137,2256,504,0.62
6138,946,773,0.76
6139,331,752,0.78
6140,146,616,0.52
6141,2558,599,0.89
6142,2899,229,0.8
6143,2314,257,0.58
6144,1894,606,0.57
6145,2412,663,0.92
6146,2515,989,0.84
6147,1903,762,0.96
6148,1402,418,0.76
6149,202,140,0.8
6150,436,508,0.55
6151,2390,511,0.53
6152,751,54,0.66
6153,782,261,0.66
6154,2224,385,0.81
6155,2841,909,0.98
6156,260,501,0.88
6157,6,937,0.55
6158,2239,702,0.66
6159,2643,788,0.7
6160,2609,576,0.55
6161,898,184,0.88
6162,2088,100,0.84
6163,470,175,0.64
6164,916,719,0.53
6165,1048,878,0.52
6166,1036,470,0.53
6167,1327,714,0.77
6168,2870,726,0.63
6169,534,126,0.8
6170,1228,704,0.96
6171,2716,780,0.61
6172,735,482,0.96
6173,2414,861,0.67
6174,1960,240,0.89
6175,349,3,0.73
6176,2030,266,0.93
6177,1303,11,0.66
6178,1323,240,0.94
6179,815,693,0.66
6180,1329,974,0.8
6181,321,342,0.58
6182,49,73,0.82
6183,1704,775,0.84
6184,2557,99,0.56
6185,2862,970,0.63
6186,410,992,0.56
6187,420,656,0.8
6188,1600,305,0.84
6189,2306,160,0.59
6190,185,541,0.86
6191,125,871,0.62
6192,1602,376,0.58
6193,577,905,0.95
6194,638,462,0.53
6195,1767,890,0.82
6196,1267,16,0.62
6197,887,622,0.76
6198,2111,908,0.92
6199,2663,104,0.92
6200,212,689,0.82
6201,1337,171,0.64
6202,2910,31,0.95
6203,1803,653,0.82
6204,2430,264,0.82
6205,400,502,0.55
6206,2652,193,0.74
6207,2073,661,0.79
6208,2448,399,0.79
6209,1345,764,0.77
6210,847,982,0.8
6211,56,782,0.68
6212,1376,560,0.98
6213,1371,118,0.82
6214,319,845,0.57
6215,862,996,0.96
6216,4,521,0.92
6217,1166,428,0.77
6218,1160,130,0.93
6219,2122,380,0.82
6220,2603,280,0.78
6221,2983,753,0.7
6222,153,965,0.98
6223,1742,449,0.9
6224,1473,941,0.71
6225,573,210,0.62
6226,1476,830,0.93
6227,2643,469,0.71
6228,1490,158,0.95
6229,202,325,0.52
6230,2549,954,0.89
6231,1593,836,0.82
6232,780,872,0.88
6233,178,667,0.7
6234,1432,744,0.78
6235,1542,869,0.68
6236,2626,536,0.67
6237,1968,734,0.58
6238,2282,615,0.5
6239,1234,493,0.69
6240,59,552,0.51
6241,1405,841,0.62
6242,2872,498,0.64
6243,49,793,0.9
6244,2859,872,0.8
6245,333,553,0.51
6246,2791,954,0.7
6247,2989,197,0.98
6248,586,740,0.55
6249,2086,194,0.73
6250,2481,646,0.58
6251,1748,496,0.78
6252,2658,480,0.64
6253,1929,940,0.66
6254,1267,476,0.96
6255,2871,792,0.88
6256,1570,739,0.88
6257,2409,709,0.76
6258,682,288,0.8
6259,407,424,0.95
